,text,date,city,state
13336,Great game by Team B Wright 2020 UAA.… https://t.co/tnpwPAMJjW,Sun May 26 12:44:54 +0000 2019,Mason,OH
13337,Finally able to watch #AEWDoN and stayed mostly spoiler free so expect from ice cold takes for the next few hours. -Rich,Sun May 26 12:44:54 +0000 2019,Wheaton,IL
13338,@majorguess Glad to put some unexpected excitement in your day.  Hope you had a good stream and fun.,Sun May 26 12:44:54 +0000 2019,Cedar Hills,OR
13339,AKA assholeism LOL.,Sun May 26 12:44:54 +0000 2019,Queens,NY
13340,ok grown! 😍,Sun May 26 12:44:54 +0000 2019,Little Rock,AR
13341,Don’t mean a thing,Sun May 26 12:44:55 +0000 2019,Greensboro,NC
13342,@keanaartero @pat_rick_u oOf,Sun May 26 12:44:55 +0000 2019,Enterprise,NV
13343,“you say i’m crazy coz you don’t think i know what you’ve done...” 🥀 #instashot #blog #bloggerph #blogph #newfeed… https://t.co/LlO8ybHAOl,Sun May 26 12:44:55 +0000 2019,Raleigh,NC
13344,"I'm at Ashmart in Newport, RI https://t.co/otlgT7U0JO",Sun May 26 12:44:55 +0000 2019,Newport,RI
13345,@cowboytexas I like him too😊,Sun May 26 12:44:56 +0000 2019,Fairfield,CT
13346,"What pairs better than a fresh beer and some loaded tots 😁🥓🧀🥔 available today 11-6pm @ClimbingBines

📸 by Thersea H… https://t.co/d7EYRBVOp8",Sun May 26 12:44:55 +0000 2019,Waterloo,NY
13347,"PLEASE, FOLLOWERS, VOTE FOR MY FRIEND .@IslandDanny
***** DANNY HUGHES *****
 https://t.co/MNPAD315xt  
2019 MAN MO… https://t.co/neeVRoPh5x",Sun May 26 12:44:56 +0000 2019,Mandeville,LA
13348,@Kyle_Meow It’s been so fun watching your running career! I’ve kept a close eye on your achievements over the years! 🏃‍♂️,Sun May 26 12:44:56 +0000 2019,Cuyahoga Falls,OH
13349,@LovelyLarryCat Great artwork too.,Sun May 26 12:44:56 +0000 2019,St Petersburg,FL
13350,@southernbaddie,Sun May 26 12:44:56 +0000 2019,Lynn,MA
13351,@jedigoodman did you watch #AEWDoN ? Thoughts ?,Sun May 26 12:44:56 +0000 2019,Salem,NH
13352,Barr has been bottom feeding for more than 40 years in one context or another throughout so many administrations.,Sun May 26 12:44:56 +0000 2019,Philadelphia,PA
13353,Oh it’s already stolen! 🤯🙌🏾,Sun May 26 12:44:57 +0000 2019,Madisonville,TN
13354,"After 40 minutes of being in line, we’re almost off the interstate. https://t.co/gcxLaAl5aL",Sun May 26 12:44:56 +0000 2019,Speedway,IN
13355,"Some of y’all just can’t keep your mouth shut.... 🤐😤😤🤷🏾‍♂️ @ Palmer Heights, Pennsylvania https://t.co/9mBOn3CtMl",Sun May 26 12:44:57 +0000 2019,Palmer Heights,PA
13356,https://t.co/8rwVZKsByC,Sun May 26 12:44:57 +0000 2019,Alafaya,FL
13357,@gabiv1891 Como si suarez soltara la pelota ....,Sun May 26 12:44:57 +0000 2019,Orlando,FL
13358,@michelleballet1 @DrP_Principal @mr_hayes @alicekeeler @jillian_damon @JoyKirr @SteeleThoughts @Tommyspall… https://t.co/R7lXB11eZJ,Sun May 26 12:44:57 +0000 2019,Houston,TX
13359,"@ProfBanks I, obviously, prefer this one! You know, birds, and all! This color is gorgeous on you!!",Sun May 26 12:44:57 +0000 2019,Loveland,OH
13360,@bespoke_god I know Houston had $10 adoption fees which was making me want one but I’m not about that life right now. lol,Sun May 26 12:44:58 +0000 2019,Houston,TX
13361,Today is the day‼️ Here we go! Just Wishing my favorite driver all the luck 🤞🏼 today! 🏎😎#MA98 #IndyCar #indy500… https://t.co/LfjjhfNBWs,Sun May 26 12:44:57 +0000 2019,Speedway,IN
13362,My friend cook bfast. Hihi,Sun May 26 12:44:58 +0000 2019,Newington,VA
13363,@odonnell_r @TIGGERR00 Congrats!,Sun May 26 12:44:58 +0000 2019,Florence,CO
13364,So this happened this week Hahahaha among that I got a new job and I start next month and I couldn’t be even more e… https://t.co/gpYyBzZ5uG,Sun May 26 12:44:58 +0000 2019,Philadelphia,PA
13365,"When someone says a comment I disagree with on Twitter it will be lead with....""oh Nancy""...since you can not see t… https://t.co/K01fKqVloa",Sun May 26 12:44:58 +0000 2019,Robinson,IL
13366,"Acaba de publicar una foto en Sunny Isles Beach, Florida https://t.co/jXxl9Ykd3u",Sun May 26 12:44:59 +0000 2019,Sunny Isles Beach,FL
13367,My heart was filled last night seeing all my favorite people 💛💛,Sun May 26 12:44:59 +0000 2019,San Jose,CA
13368,@Riglo The media is either astoundingly stupid or shamefully complicit. The reason Trump wants to declassify source… https://t.co/ahgNz4NKrX,Sun May 26 12:44:59 +0000 2019,Queens,NY
13369,Pure #NewEngland bliss. 🍻🎯🍋 Wicked happy to be home this #MDW @ Spigot Cafe https://t.co/aI9yw9Kiu8,Sun May 26 12:44:59 +0000 2019,West Hartford,CT
13370,@Maria_Hinojosa @amandadeibert That depends on how he feels is he negro is he white is the feeling brave that day y… https://t.co/PatufbhlYT,Sun May 26 12:44:59 +0000 2019,Oak Lawn,IL
13371,@BadgerTiny @Paschketball @Bucks The Bucks got exposed. Giannis FT shooting is terrible. They had a 15 point lead a… https://t.co/nqNF2vtH9h,Sun May 26 12:44:59 +0000 2019,Alpharetta,GA
13372,@realDonaldTrump @marklevinshow @JudgeJeanine Because they are communists,Sun May 26 12:44:59 +0000 2019,Kansas City,MO
13373,"current weather in Highland: light rain, 49°F
71% humidity, wind 3mph, pressure 1012mb",Sun May 26 12:45:00 +0000 2019,Highland,CA
13374,@Desert_Fox42 😂,Sun May 26 12:45:00 +0000 2019,Minneapolis,MN
13375,Difference between me &amp; you I can go to bed at 2am n wake up at 8am,Sun May 26 12:45:00 +0000 2019,Columbus,OH
13376,@Peter_Huntley He’s just as magnetic on stage.,Sun May 26 12:45:00 +0000 2019,Manhattan,NY
13377,Can’t tank back out smh so I guess i gotta fry up,Sun May 26 12:45:00 +0000 2019,Columbus,OH
13378,"@realDonaldTrump @marklevinshow @JudgeJeanine Choke on a pretzel, bitch.",Sun May 26 12:45:00 +0000 2019,Berkeley,CA
13379,"Want to work in #PembrokePines, FL? View our latest opening: https://t.co/dMdFBmP4bS #Retail",Sun May 26 12:45:01 +0000 2019,Pembroke Pines,FL
13380,Disgusting. I prefer human animals pulling carts #animalabuse,Sun May 26 12:45:01 +0000 2019,Denver,CO
13381,@averyfan @AlaskaAir Safe travels,Sun May 26 12:45:01 +0000 2019,Santa Fe,NM
13382,@HillaryClinton https://t.co/D3mnDPivlU,Sun May 26 12:45:01 +0000 2019,Glen Rock,NJ
13383,Plz,Sun May 26 12:45:01 +0000 2019,Paradise,NV
13384,Im just trying to re-up 😪,Sun May 26 12:45:01 +0000 2019,The Hammocks,FL
13385,@StoryDale @TrueFactsStated They might find the mushroom 🍄.,Sun May 26 12:45:01 +0000 2019,San Diego,CA
13386,@StevenBeschloss https://t.co/NWmcoLhdUQ,Sun May 26 12:45:01 +0000 2019,Poipu,HI
13387,@raslady1 @RepJuanVargas https://t.co/kzOr4w89zv,Sun May 26 12:45:01 +0000 2019,Yakima,WA
13388,@BradReason I love the National Treasure movies with Nick Cage when they’re on. They’re fun!,Sun May 26 12:45:02 +0000 2019,Gainesville,FL
13389,@tired_oftrump @fras99 Full speed already I see.,Sun May 26 12:45:02 +0000 2019,Sarasota Springs,FL
13390,@Elizaaaa14 @queer_kobold Pineapple Soap Dishes! https://t.co/zaha9fMG6t,Sun May 26 12:45:00 +0000 2019,Talpa,NM
13391,@bishops22  these great times go fast. Enjoy every minute.,Sun May 26 12:45:03 +0000 2019,Columbus,OH
13392,#Carpool #Amsterdam -&gt; #Albany #AlbanyMed rideshare #splitcosts https://t.co/8yJr8RCuer,Sun May 26 12:45:03 +0000 2019,Amsterdam,NY
13393,"🏈FOOTBALL PROSPECTS🏈

 🚨Class of 2020, 2021 &amp; 2022🚨

The #1 mistake most prospects make:

- Hoping &amp; waiting for co… https://t.co/AFNsmONJzk",Sun May 26 12:45:03 +0000 2019,Greensboro,GA
13394,Really excited how Stronghearts perform in this tag team match #DoubleorNothing,Sun May 26 12:45:03 +0000 2019,Passaic,NJ
13395,@_LaFilipina @BlackStarkLo LMFFFFAAAAOOOO he a peon,Sun May 26 12:45:03 +0000 2019,Pine Hills,FL
13396,@Iman14200173 Hello and greetings to you as well my brother. May you receive the overflow of God’s blessings as they rain upon you today.,Sun May 26 12:45:03 +0000 2019,Huntsville,AL
13397,"@WhiteHouse Your economy is killing US with your tax cuts for the wealthiest, tariffs that  raises the cost of products we buy.",Sun May 26 12:45:04 +0000 2019,Matlacha Isles,FL
13398,@mount_online #Gutsch!!!!!!!!,Sun May 26 12:45:04 +0000 2019,Omaha,NE
13399,Lol okay now not only funny but hopefully true,Sun May 26 12:45:04 +0000 2019,Amberley,OH
13400,Trump cons the average man and caters to the rich. The rich got big tax cuts and the poor and middle class got almo… https://t.co/iWsfRBugE3,Sun May 26 12:45:04 +0000 2019,Creve Coeur,MO
13401,"@Dan_Foley_Jr Fast enough or not, I’m sure we can all agree that doing something is better than doing nothing at this point",Sun May 26 12:45:04 +0000 2019,Bloomfield Township,MI
13402,@BlackoutVivian @BrosBlackout @jerod_the_red Same hear sis,Sun May 26 12:45:04 +0000 2019,Shelton,CT
13403,@ThePluckyOne @MattWelch So that ostensibly it gets to public schools as well as major institutions; allocated by c… https://t.co/uDCC9hI1Dh,Sun May 26 12:45:04 +0000 2019,Portland,OR
13404,@lindsbehonest Trust at this point we know Shane is losing Kofi is winning,Sun May 26 12:45:04 +0000 2019,Brooklyn,NY
13405,"Grace will fix it! 🙌🏾😫 
But he said to me, “My grace is sufficient for you, for my power is made perfect in weaknes… https://t.co/FOBOTOgPQh",Sun May 26 12:45:04 +0000 2019,Brusly,LA
13406,i’m okay i’m just reverting back to my celine dion phase today,Sun May 26 12:45:05 +0000 2019,Cincinnati,OH
13407,@becomingemmy 😂😂,Sun May 26 12:45:05 +0000 2019,Tamiami,FL
13408,"@Nellification Perse is still trying, Chloe has basically given up. https://t.co/a34WboPrc1",Sun May 26 12:45:04 +0000 2019,Greensburg,PA
13409,🎯🎯🎯🎯,Sun May 26 12:45:05 +0000 2019,Atlanta,GA
13410,"Somebody on here just asked me how do ppl know how much women enjoy sex. Like sex research isn't a thing. 

*Laughs in @ThembiAnaiya*",Sun May 26 12:45:05 +0000 2019,Washington,DC
13411,"What was your “see-to-pull the root” (aka, door-to-needle in terms of dandelion)  time?! 😂😂😂",Sun May 26 12:45:05 +0000 2019,Winchester,MA
13412,"#nowwatching #western 

https://t.co/DktEAEGYVs",Sun May 26 12:45:06 +0000 2019,Sterling Heights,MI
13413,@cblunt48 @Bravewriting Newsflash: black women have been the backbone of the Democratic party for five decades. The… https://t.co/6v1HSfWQOz,Sun May 26 12:45:06 +0000 2019,Rossford,OH
13414,@gustavovelezpr @ElNuevoDia Y va a seguir aumentando especialmente si RR no corta las pensiones,Sun May 26 12:45:06 +0000 2019,Monacillo,SA
13415,2027 20th Avenue https://t.co/yPEKEke9Ne,Sun May 26 12:45:06 +0000 2019,San Francisco,CA
13416,"meu plano era acordar por volta das 11am. 

eu às 8am: 👀",Sun May 26 12:45:06 +0000 2019,Mount Vernon,NY
13417,"@Headspace I just got off the phone with @NoodleneckDaddy bc I’m a sad girl and can’t sleep, and he told me about y… https://t.co/DyBfyYzD38",Sun May 26 12:45:06 +0000 2019,San Marcos,TX
13418,All the time,Sun May 26 12:45:07 +0000 2019,Cromwell,CT
13419,"@AiliMalm ""Easy"" (if I had one)",Sun May 26 12:45:07 +0000 2019,Chelsea,MI
13420,Follow my Instagram please my old one was hacked @ivataleee,Sun May 26 12:45:07 +0000 2019,Boston,MA
13421,"a touristy Vivian Ward living the Pretty Woman dream ✨ @ Beverly Wilshire, Beverly Hills (A Four Seasons Hotel) https://t.co/769hLabn0Z",Sun May 26 12:45:07 +0000 2019,Beverly Hills,CA
13422,@mikalpikal1 Thanks,Sun May 26 12:45:07 +0000 2019,Bel Air North,MD
13423,I think this is my favorite Dexta Daps song https://t.co/UVG8regcfX,Sun May 26 12:45:07 +0000 2019,Rosenhayn,NJ
13424,"Fresno: 5:44am: sunrise
sunset will be at 8:08pm",Sun May 26 12:45:08 +0000 2019,Fresno,CA
13425,@MarieHornsby12 Ok,Sun May 26 12:45:08 +0000 2019,Taylors,SC
13426,@sweatsXstew Hey babygirl 💝💕💓,Sun May 26 12:45:08 +0000 2019,St Louis,MO
13427,"i love you beyond anything, to the moon &amp; backand back again @ Milwaukee School of Engineering (MSOE) https://t.co/bdPgdi1oub",Sun May 26 12:45:08 +0000 2019,Milwaukee,WI
13428,"@cspanwj @CWRU_Polisci Mr. Buschler, if wealthy Ohioians vote Repub, then Ohio is an anomaly given that college edu… https://t.co/sk18esOGf9",Sun May 26 12:45:08 +0000 2019,Sunshine Parkway,FL
13429,@buzzman888 @elguapo64 @AOC Truly this woman is not stupid as we thought she is mentally ill I think a form of Schi… https://t.co/QuKWGQLqtr,Sun May 26 12:45:08 +0000 2019,Hallandale Beach,FL
13430,...I wish.,Sun May 26 12:45:09 +0000 2019,Moscow,ID
13431,near bsgstblender: a3670630-d4ca-4f77-ad4b-d2c7d715f810,Sun May 26 12:45:09 +0000 2019,Pittsburgh,PA
13432,In case any of y'all need this😂 https://t.co/tXROetTTUU,Sun May 26 12:45:08 +0000 2019,Vinings,GA
13433,"@RobinCook @hivehusband @MarkFossas Ok, so I wonder what he hated about it. The writing team? The art? The plot? The shipping schedule?",Sun May 26 12:45:10 +0000 2019,Raleigh,NC
13434,@vijaylokapally @auscoot @AkshayLokapally Look forward to reading! All the very best!!!!,Sun May 26 12:45:10 +0000 2019,Addison,TX
13435,"@lucasdavis_77 “nada demais”

vitor caindo depois de tomar gol (sempre) https://t.co/ZKS8Ph60Mj",Sun May 26 12:45:10 +0000 2019,Atlantic City,NJ
13436,The funny/sad thing about this is that Maryland has a statewide #VisionZero campaign called Toward Zero Deaths. Enc… https://t.co/XCM55R8iDY,Sun May 26 12:45:09 +0000 2019,Washington,DC
13437,"This job might be a great fit for you: Warehouse Administrative Assistant, Fernley 8AM-4:30PM M-F -… https://t.co/ZJUyZTRQvA",Sun May 26 12:45:10 +0000 2019,Reno,NV
13438,"@moneymouse74 Thank you, Jen! I thought it was adorable too ❤️❤️😍",Sun May 26 12:45:10 +0000 2019,Cinco Ranch,TX
13439,@ZenKitty22 They only became an issue when I got close to the lake. I did mow my lawn yesterday and it was like a b… https://t.co/zSJKeJA9Qy,Sun May 26 12:45:11 +0000 2019,Lakewood,OH
13440,"idc how successful this dude get, the shit still hot ass",Sun May 26 12:45:11 +0000 2019,Villas,NJ
13441,"Dont let these females use yall! 😅😂😂 bunch of savages we tryna heal yall, yall gotta chill by 2020",Sun May 26 12:45:11 +0000 2019,Memphis,TN
13442,"I think Brennan is a complete ass, thinks he is king of all a holes. Just sayin.",Sun May 26 12:45:11 +0000 2019,Goldsboro,NC
13443,@CptBuffaloney @transscribe @Sheldone @davidmweissman (Here’s where he’ll demonstrate that he can’t fathom the thou… https://t.co/DnDxAoBWQf,Sun May 26 12:45:11 +0000 2019,Chicago,IL
13444,Oh wait @AEWrestling I think the world needs @KennyOmegamanX vs @JonMoxley https://t.co/OTQJrrq5Uz,Sun May 26 12:45:11 +0000 2019,Cutten,CA
13445,"Woke up wanting to just move back to Hawaii, change my number and forget everything.",Sun May 26 12:45:12 +0000 2019,San Diego,CA
13446,Thanks for sharing Vern. 🤷‍♀️🤷‍♀️,Sun May 26 12:45:12 +0000 2019,Newark,NJ
13447,"If the only network that would host my comedy special was CNN, I think I would pack it in.",Sun May 26 12:45:12 +0000 2019,Haltom City,TX
13448,@Luke_Skywalking But drake funny af 😂😂😂,Sun May 26 12:45:12 +0000 2019,Columbus,OH
13449,Love it!,Sun May 26 12:45:12 +0000 2019,Brighton,NY
13450,How many more days do I have to wake up and do something I don’t love until I can wake up and do something I do love.,Sun May 26 12:45:13 +0000 2019,Oxford,MI
13451,@realDonaldTrump @AbeShinzo And you believe this people? How is it you repeat things other countries say about your… https://t.co/TXF0ShsW4z,Sun May 26 12:45:13 +0000 2019,Rainbow City,AL
13452,Don’t ever threaten me! That’s one huge mistake. Ya don’t know me.,Sun May 26 12:45:13 +0000 2019,New Cassel,NY
13453,"Akbar Cook, principal of West Side High School in Newark, New Jersey founded and directs Lights On, a program that… https://t.co/LhdcTpzumC",Sun May 26 12:45:13 +0000 2019,Manhattan,NY
13454,@realDonaldTrump @marklevinshow @JudgeJeanine You should let us se the Report.,Sun May 26 12:45:14 +0000 2019,McKinney,TX
13455,"My C’day Tomorrow,. So tonight will be legendary",Sun May 26 12:45:14 +0000 2019,Utica,NY
13456,@PWStream Oh lord man,Sun May 26 12:45:14 +0000 2019,Brooklyn,NY
13457,@CoreyinNYC @JSadikKhan Broadway!!,Sun May 26 12:45:14 +0000 2019,Staten Island,NY
13458,"I'm at Kroger Marketplace in North Chesterfield, VA https://t.co/iBVDfChbRk",Sun May 26 12:45:15 +0000 2019,Manchester,VA
13459,@ChuckCallesto Here is another corrupted fool who for years has been lying to his own kind and America . He is the… https://t.co/afEfPzzspT,Sun May 26 12:45:15 +0000 2019,Nashville,TN
13460,"@charliekirk11 @36Angeldb You can keep your Doctor, you can keep your policy and you can keep your mouth shut Lois Lerner.",Sun May 26 12:45:15 +0000 2019,Coral Gables,FL
13461,"@sgoldreich @realDonaldTrump @JPN_PMO @AbeShinzo 58 followers, picking on a woman. What's not under your hat? Hair.",Sun May 26 12:45:15 +0000 2019,Colonie,NY
13462,@realDonaldTrump @marklevinshow @JudgeJeanine https://t.co/zwLzBCbWzC,Sun May 26 12:45:15 +0000 2019,Terrell,TX
13463,Happy Blessed Sunday Dawlings! Sending out some smiles and smooches to y'all this Memorial Day holiday weekend! ENJ… https://t.co/V4jF8aBmLk,Sun May 26 12:45:15 +0000 2019,Los Angeles,CA
13464,"Now to pack everything up and die while still trying to make money. 

Yesterday’s incident gives me pause but we ha… https://t.co/6O7Hb0MF13",Sun May 26 12:45:15 +0000 2019,Atlanta,GA
13465,"Good morning, Los Angeles! :) #Sunrise 05:45, noon 12:50, sunset 19:56 PDT (UTC-7), May 26. Day length: 14h 11m.",Sun May 26 12:45:15 +0000 2019,Los Angeles,CA
13466,😂😂😂,Sun May 26 12:45:16 +0000 2019,Carrollton,GA
13467,"Arcadia: 5:44am: sunrise
sunset will be at 7:54pm",Sun May 26 12:45:16 +0000 2019,Arcadia,CA
13468,"“We” here is me, Giuli, and Mike, so ... yes, at least us.",Sun May 26 12:45:16 +0000 2019,Pittsburgh,PA
13469,Annoying,Sun May 26 12:45:16 +0000 2019,Broadview Heights,OH
13470,"#SundayFunday @samityme Ⓜ️ @bncargram @beachitgirl @JediSkysinger @katespalding1 @JaneGrafham @Zoey4Always 
Find a… https://t.co/vD4dgOIeSh",Sun May 26 12:45:16 +0000 2019,Galveston,TX
13471,"@DemetriusHarmon I don't know somehow your tweet was in my notification. Checked it out, I'm a philly fan was",Sun May 26 12:45:17 +0000 2019,Marlton,NJ
13472,Girls working out is so sexy dawg. Especially if they sweating and really doing shit,Sun May 26 12:45:17 +0000 2019,Florence,SC
13473,"@kingofguac Next weekend, the 8th, cookout at my house bb",Sun May 26 12:45:17 +0000 2019,Minneapolis,MN
13474,@SportsCenter https://t.co/9N1P0UZJWV,Sun May 26 12:45:17 +0000 2019,North Ridgeville,OH
13475,"I hope #KawhiLeonard stays in #Toronto- proving, as he’s doing now, it’s good for the #NBA

#NBAFinals",Sun May 26 12:45:18 +0000 2019,Fayetteville,NC
13476,"I HAVE TO CACKLE SINCE KE LOVES PARALLELS SO MUCH
LAST YEARS ""BUT, YOU STABBED ME"" MISS COMER TO
NEXT YEARS ""BUT, Y… https://t.co/n0zBE4Yaz4",Sun May 26 12:45:18 +0000 2019,St Simons,GA
13477,@realDonaldTrump Worst President ever! Impeachment is appropriate more than ever!,Sun May 26 12:45:18 +0000 2019,Cape Coral,FL
13478,Joel osteen and chill,Sun May 26 12:45:18 +0000 2019,Houston,TX
13479,@jonvoight @realDonaldTrump Wow... 👏 https://t.co/LHBYRWQtg8,Sun May 26 12:45:18 +0000 2019,Miami,FL
13480,I think with the recent declassification Hillary should be running scared,Sun May 26 12:45:19 +0000 2019,Greater Northdale,FL
13481,For all who have experienced a meditation session with me you should be familiar with this Mudra.  If you aren't su… https://t.co/2gADHQBN81,Sun May 26 12:45:19 +0000 2019,Columbus,GA
13482,"@F3ENC Happy Birthday to my EC partner in crime, @f3Patch. Enjoy your day old man! https://t.co/Tbhsglixit",Sun May 26 12:45:19 +0000 2019,Raleigh,NC
13483,i just want a mf baby smh,Sun May 26 12:45:19 +0000 2019,Fort Worth,TX
13484,@polishprincessh I feel the same way. Our Military and Our Vet's Dead or alive have paid the ultimate price. These… https://t.co/dOLjNrwJpZ,Sun May 26 12:45:19 +0000 2019,Marion,OH
13485,"I’ve heard it said that our talents are God’s gift to us, and what we do with those talents are our gifts back to G… https://t.co/MG57RNBi1Y",Sun May 26 12:45:20 +0000 2019,Crystal Lake,IL
13486,@hyster1977 Lol maybe,Sun May 26 12:45:20 +0000 2019,Genoa,MI
13487,It’s the best racing day of the year. Bacon and Bloody Marys for the #monacograndprix,Sun May 26 12:45:21 +0000 2019,Salisbury,MD
13488,"@quip thank you, best customer service ever! Had a warranty issue ‘twas  handled within minutes, beat any expectati… https://t.co/wvZ4QPXygY",Sun May 26 12:45:21 +0000 2019,Fuquay-Varina,NC
13489,T-Minus 25min to the start of the race. We are live now from the #MonacoGP 🇲🇨 #F1 on @SIRIUSXM channel 211.  Hear t… https://t.co/6W8mcC2Yf9,Sun May 26 12:45:21 +0000 2019,Austin,TX
13490,"@RachelAukes Problem is, my duvet cover isn't open all the way across the bottom.  There is about a foot on each si… https://t.co/lG6JtvQtY7",Sun May 26 12:45:21 +0000 2019,Glenwood,IL
13491,@iLL_Will91 🎊🎊🎊🎊🎊,Sun May 26 12:45:21 +0000 2019,Brooklyn,NY
13492,I go where I want ♠️ I’m good!,Sun May 26 12:45:22 +0000 2019,Charlotte,NC
13493,@CatsandKilts @LlaurenLyle @AnnetteBadland1 @SkeltonSophie @nellrosehudson Nailed it!😂😂,Sun May 26 12:45:22 +0000 2019,Yorketown,NJ
13494,@KyleArnold_13 Dude I saw that guy at Buffalo Wild Wings yesterday!,Sun May 26 12:45:22 +0000 2019,Charlotte,NC
13495,"Looking for Hosts who wanna be a host for Monday Night where the Baddies at come turn up ""#FreakShowMondays brought… https://t.co/aE61WDEMjB",Sun May 26 12:45:22 +0000 2019,Houston,TX
13496,@RellGotSnackss https://t.co/fi2myyaWQV,Sun May 26 12:45:22 +0000 2019,Vinings,GA
13497,Rainy day things to do 🤔?,Sun May 26 12:45:22 +0000 2019,Columbus,OH
13498,"I don’t like Trump.
I don’t like RepubliKKKans.
I like the idea of flipping the senate.
I REALLY like the idea of ousting B*tch McConnell.",Sun May 26 12:45:22 +0000 2019,North Little Rock,AR
13499,idk how i was able to stay up and party this long on the regular,Sun May 26 12:45:23 +0000 2019,Los Angeles,CA
13500,My bitch showing tf out!!! 👏🏽👏🏽👏🏽 okkkaaay suhhh! @Kelsssssss___,Sun May 26 12:45:23 +0000 2019,Conway,AR
13501,Perhaps it’s time to say goodbye and sign off of @facebook after all!,Sun May 26 12:45:23 +0000 2019,West Freehold,NJ
13502,https://t.co/RGNBU6lDjm,Sun May 26 12:45:23 +0000 2019,Houston,TX
13503,"Next time you are in, take out a book outside your normal genre. Give it 30 pages. Maybe you'll like it, maybe you… https://t.co/3MeRHuta0l",Sun May 26 12:45:23 +0000 2019,Dublin,OH
13504,"#SeductiveSunday for my cutie @LeahCellport 

I hope you enjoy~ https://t.co/aKubQDHJlN",Sun May 26 12:45:23 +0000 2019,Tumwater,WA
13505,@koTenSixtySix Jelly. Eat all the things.,Sun May 26 12:45:23 +0000 2019,Arlington,VA
13506,@anarchious @CodyRhodes I think its toward the Attitude Era since he said they were going to destroy them.,Sun May 26 12:45:23 +0000 2019,Dallas,TX
13507,"@facemaid I know, I know. I said want not need.",Sun May 26 12:45:23 +0000 2019,Houston,TX
13508,Are you ready to take your expertise to the next level? Ulta Beauty is currently looking for #retail professionals… https://t.co/j19pA0deG0,Sun May 26 12:45:23 +0000 2019,Mundelein,IL
13509,Even My Nephew Love Fredo 🦍🦍#StoryToTell @DaRealFredoBang 🤟🏾 https://t.co/Xy6i8tt0Ie,Sun May 26 12:45:24 +0000 2019,Covington,GA
13510,✈️🏖,Sun May 26 12:45:24 +0000 2019,Houston,TX
13511,"Aliso Viejo: 5:44am: sunrise
sunset will be at 7:52pm",Sun May 26 12:45:24 +0000 2019,Aliso Viejo,CA
13512,Yo. I miss bestie. We had some good times.. real good times,Sun May 26 12:45:24 +0000 2019,Lawton,OK
13513,"It is the Soldier, not the minister
Who has given us freedom of religion.
It is the Soldier, not the reporter
Who h… https://t.co/X5dNodY997",Sun May 26 12:45:24 +0000 2019,Worcester,MA
13514,"@CNNPolitics JFC, do Democrats know how to wield power, at all?? Rooting for the Washington Generals really gets ex… https://t.co/Cs9jmGjgKw",Sun May 26 12:45:24 +0000 2019,Newport,KY
13515,@LHBLovesEdu @heARTISTatWORK @tommyktweets @MonicaHousen @ChristineBemis2 @StinsonAli @Bill_Huber_ @Cassie4Peace… https://t.co/cuegN6BxYW,Sun May 26 12:45:25 +0000 2019,Providence,RI
13516,"@romizanellato Si, me volví una de esas personas que no entienden la pregunta.",Sun May 26 12:45:25 +0000 2019,Boston,MA
13517,@Alyniaaaa_m The Fact Bruh Talked All That Shxt ...,Sun May 26 12:45:25 +0000 2019,Gautier,MS
13518,So proud of my genius cousin Gabe Foster. Valedictorian of his class and heading to GA Tech. Great things ahead for… https://t.co/pBe60jVMB1,Sun May 26 12:45:25 +0000 2019,Atlanta,GA
13519,@rolandscahill @madninnie2 @GOP Trump us encouraging it.,Sun May 26 12:45:25 +0000 2019,Rossville,MD
13520,"@BrendanNyhan Then that would be much worse.

I never suggested that this was some sort of iron law—just that it’s… https://t.co/Xd9rAXfLBW",Sun May 26 12:45:25 +0000 2019,Richmond,VA
13521,Bakit ako nakakakuha ng targeted ads for hair regrowth solutions for men...... am i really entering my twilight years,Sun May 26 12:45:26 +0000 2019,Queens,NY
13522,Cole got all these features dropping 🤔 o I know marketing when I see it. Where ROTD3 👀,Sun May 26 12:45:26 +0000 2019,Terre Haute,IN
13523,@rnelgrime @G_MaliciousMalu @RLGRIME Quix remix of light me up 😩,Sun May 26 12:45:26 +0000 2019,Stevenson Ranch,CA
13524,@GioAybar23 How you figure that,Sun May 26 12:45:26 +0000 2019,Palm Coast,FL
13525,Proof of this is that they want to force 12 year old girls to have babies caused by rape or incest. How is this pro… https://t.co/1QyVQYB1ic,Sun May 26 12:45:26 +0000 2019,Rockledge,FL
13526,#croquemadame et #Mimosa! https://t.co/e38wmYTJNH,Sun May 26 12:45:26 +0000 2019,Santurce,SA
13527,"Who is the singer at Bernie's #Montpellier rally?
https://t.co/HHbexU1tQ6",Sun May 26 12:45:27 +0000 2019,Stockton,CA
13528,Days like this i be so ready to go back to st. croix 😩 I ready to go back home,Sun May 26 12:45:27 +0000 2019,Webster,TX
13529,Last period*,Sun May 26 12:45:27 +0000 2019,Greenville,KY
13530,"Oh💩, Mary Jane’s mom😱😂",Sun May 26 12:45:27 +0000 2019,Zuni Pueblo,NM
13531,@RoseAJacob @smg1138 @Communism_Kills @AOC @politico And Tlaib accuses Israel-supporting senators of having “forgot… https://t.co/TP49zdFiCf,Sun May 26 12:45:27 +0000 2019,McLean,VA
13532,"And, WHY isn’t the media asking these questions?",Sun May 26 12:45:27 +0000 2019,Port Byron,IL
