,city,date,polarity,state,text
0,East Millcreek,Fri May 18 03:38:07 +0000 2018,-0.06666666666666665,UT,@coltoncraves thank you for your support and your constant reminders of how ugly I am :)
1,Livingston,Thu May 17 20:31:27 +0000 2018,0.0,TX,@colton_childers I didn’t watch the show because I knew it would trigger someone like me and I didn’t wanna put mys… https://t.co/0N0PrQs8CK
2,Livingston,Thu May 17 20:34:18 +0000 2018,0.2,TX,"@colton_childers My whole issue is the topic of prevention, which is not touched upon in the show. If it was, I would give it a shot."
3,Indian Harbour Beach,Fri May 18 02:39:29 +0000 2018,0.56875,FL,@PFF love the roses nod!! Was @PFF_Mike given a leave of absence during filming so he could concentrate on his begging for a rose face!?!
4,Brooklyn,Fri May 18 02:50:28 +0000 2018,0.0,NY,@oh_colton UHM WHERE
5,Salt Lake City,Fri May 18 02:57:48 +0000 2018,0.2,UT,@DUBCREW86 @coltonmarsh3 Haha 50 tho&gt;&gt;&gt;
6,Eunice,Thu May 17 23:44:53 +0000 2018,0.0,LA,@coltonjinks a*
7,Claremont,Thu May 17 18:14:08 +0000 2018,0.0,CA,@LedyardNFLDraft @PFF_Mike  https://t.co/2CEGk82xZm
8,Cleveland,Thu May 17 18:40:04 +0000 2018,0.625,OH,"Oh man, I just love when worlds collide like this. 

@PFF_Mike I hope you go on all the sports/bach pods!

(cc:… https://t.co/BwAw7N1zJY"
9,Manhattan,Thu May 17 18:40:39 +0000 2018,-0.0625,NY,This is the dumbest show in the world. IT's all fake everyone saying they love each other after screwing each other.  #thebachelorette
10,Sikeston,Fri May 18 00:26:54 +0000 2018,0.17857142857142858,MO,@Chumarion @PFF_Mike This is pretty sick lol! Congrats to him!!
11,Houston,Thu May 17 19:18:11 +0000 2018,0.0,TX,@PFF_Mike @PFF 😂😂
12,Lockhart,Thu May 17 19:33:57 +0000 2018,0.35,FL,"Former podcast guest @PFF_Mike is the newest contestant on the Bachelorette. Congrats Mike, good luck.… https://t.co/FwaVemuR14"
13,Manhattan,Thu May 17 19:44:02 +0000 2018,0.0,NY,And hereeeeee we go!!! @PFF_Mike https://t.co/7ekm0apM0b
14,Media,Thu May 17 19:47:44 +0000 2018,0.0,PA,I'm not that @PFF_Mike https://t.co/Q7t4h4kwyB
15,Cheshire,Thu May 17 19:57:45 +0000 2018,0.35,CT,"Hey @PFF, how do I find scene counts and full @PFF_Mike data and analysis on the site?… https://t.co/CRQPs6DhN1"
16,St Louis,Fri May 18 01:11:39 +0000 2018,0.0,MO,@coltonkiser_ Gateway Grizzlies Park
17,Smyrna,Thu May 17 21:19:36 +0000 2018,1.0,TN,So @coltondixon came to the Best Buy I work at today and my heart just started pounding .
18,Nederland,Thu May 17 21:32:48 +0000 2018,0.0,TX,@colton_english1 @CSWalker2 @LL Everyone in his league is three leagues plus a championship above anyone in your league
19,Hauppauge,Thu May 17 21:36:43 +0000 2018,0.0,NY,@erincolton Were you on Sunrise Hwy going East around 9AM this morning?
20,Ocean City,Thu May 17 21:40:06 +0000 2018,0.1,NJ,@colton1998 Wow spoiler alert
21,Granbury,Thu May 17 21:48:40 +0000 2018,0.0,TX,@mcolton8_colton https://t.co/xtPOzLgZAh
22,Los Angeles,Fri May 18 04:15:08 +0000 2018,-0.036718749999999994,CA,@pencolton @perlmutations I just blocked a whole mess of them just like him! Bunch of haters!
23,Colorado Springs,Fri May 18 06:41:25 +0000 2018,0.8,CO,I haven’t seen @coltonerickson in like 25 years and I am so happy I got to see him tonight https://t.co/asrxWEs402
0,North Attleboro,Fri May 18 18:31:32 +0000 2018,0.0,MA,@CPachx29 @coltoncase111 No no you gotta roll the woods at the trap!
1,Mission Viejo,Fri May 18 18:42:05 +0000 2018,0.0,CA,@coltonteegarden I gotta get in on that👀
2,Florence,Fri May 18 18:47:38 +0000 2018,0.0,KY,@thatonecolton The gym
3,Boston,Sat May 19 04:54:02 +0000 2018,0.0,MA,"@coltonbuttnaked Face lift, just staple it all back"
4,South Lockport,Sat May 19 01:58:47 +0000 2018,0.5,NY,@plrw2010 @coltonskilly @paulh32 @carlosparis75 It looks like a magic Wknd. #🦏🦏
5,Enterprise,Fri May 18 22:31:25 +0000 2018,0.0,NV,@coltonbee Wya
6,Mission Viejo,Sat May 19 05:20:47 +0000 2018,0.15,CA,"@coltonteegarden I hope you know that your future son, my golden boy, his name will be Deanarden Teegarden"
7,Mission Viejo,Sat May 19 05:33:37 +0000 2018,0.0,CA,@coltonteegarden You can’t deny fate
8,Mission Viejo,Sat May 19 05:35:27 +0000 2018,0.5,CA,@coltonteegarden @heatherlbelle We will make you. Who could deny Deanarden his LOVE
9,Salem,Sat May 19 05:38:39 +0000 2018,0.0,OR,Congrats boys @DrakeCopley @ClyburnReid @colton153 @thurstonbroder https://t.co/SNf50Jglth
10,Mission Viejo,Sat May 19 05:42:25 +0000 2018,0.0,CA,@coltonteegarden @heatherlbelle He will grow on you. Promise
11,Kent,Sat May 19 05:49:00 +0000 2018,0.0,WA,@coltonkiser_ @ethands51 got some JOKES
12,Palmetto,Sat May 19 00:46:16 +0000 2018,0.0,FL,@MarcHilberer @coltondulin 😩
13,New Smyrna Beach,Fri May 18 23:17:58 +0000 2018,0.0,FL,@PFF_George @PFF_Mike That is what I think of when I think 'George Chahrouri' - the definition of one exhibiting at… https://t.co/WnzD5lqlNL
14,Columbus,Fri May 18 20:16:22 +0000 2018,0.9,OH,@coltoneing That song is incredible.
15,Brooklyn,Fri May 18 20:52:55 +0000 2018,0.0,NY,@meleeideologue @30000MONKIES @coltoneff WHEN
16,Brooklyn,Fri May 18 20:55:47 +0000 2018,0.0,NY,@meleeideologue @30000MONKIES @coltoneff Give or take what
17,Brooklyn,Fri May 18 20:56:45 +0000 2018,0.0,NY,@30000MONKIES @meleeideologue @coltoneff  https://t.co/DkeP3cdlFu
18,Brooklyn,Fri May 18 20:57:05 +0000 2018,-0.2,NY,@meleeideologue @30000MONKIES @coltoneff Tonight?! Shit maybe I’ll let you know
0,Kokomo,Sat May 19 18:46:21 +0000 2018,0.1953125,IN,@coltonhoward_ What??? Wow!!!
1,Framingham,Sat May 19 19:02:33 +0000 2018,0.0,MA,@coltonhaight_18 😂😘 https://t.co/pGIrhshWZr
2,Stilwell,Sat May 19 21:25:33 +0000 2018,0.516796875,OK,@aleah_tedder @colton_20_ true true !!!
3,Air Force Academy,Sat May 19 21:34:27 +0000 2018,-0.2,CO,"Brad Whitmarsh of @ThndrSports finishes third in 1:43.04 behind winner Wheat Ridge swimmer Ryan Peterson's 1:39.58,… https://t.co/ioHomEQ5Y9"
4,Fort Smith,Sun May 20 01:45:56 +0000 2018,0.55,AR,@colton_sagely10 is the real deal. Dawg finished on like a 19-23 run at the plate. Incredible. https://t.co/ASbxvuVL35
5,Bay City,Sun May 20 02:33:50 +0000 2018,0.0,TX,@Tyler_Jayce96 @CodyMoosberg @colton_20_ Listen to him Colten
6,Manhattan,Sun May 20 02:56:01 +0000 2018,0.0,NY,colton and antonio took a photo thank you
7,Manhattan,Sat May 19 23:38:03 +0000 2018,0.2857142857142857,NY,colton is at jlp right this moment while i’m in nyc That’s -
8,Manhattan,Sat May 19 23:45:36 +0000 2018,0.0,NY,hi please take pictures together @coltonthewizard @antoniocip13
9,Kent,Sun May 20 05:04:08 +0000 2018,-0.625,WA,@coltonkiser_ I’m sorry bud :(
0,Mesa,Mon May 21 00:15:44 +0000 2018,0.0,AZ,"TWITTER FRIENDS AND FAM!!!! ITS THE LAST DAY I REPEAT LAST DAY TO GET TICKETS TO SEE THE BOY, @colton_cottrell, FOR… https://t.co/hUtMiQDMCZ"
1,Boise,Mon May 21 00:55:53 +0000 2018,-0.75,ID,@coltonjbranson dont got her twit :(
2,Boise,Mon May 21 00:55:58 +0000 2018,0.0,ID,@coltonjbranson yet
3,Evansville,Mon May 21 00:59:53 +0000 2018,0.0,IN,"talking to my brothers
“colton have u ever seen a vagina?”
“no but i have the fortnite battle pass”"
4,Paradise,Mon May 21 04:09:03 +0000 2018,0.0,NV,@coltonbee I’m trying to grab a drink
5,Paradise,Mon May 21 04:22:54 +0000 2018,0.0,NV,@coltonbee Idk people won’t stop walking in.. so who knows maybe 1030
6,Paradise,Mon May 21 04:35:41 +0000 2018,-0.4,NV,@coltonbee Nigga fuck you
7,Paradise,Mon May 21 04:41:11 +0000 2018,-0.7999999999999999,NV,@coltonbee Stupid assss 😂😂😂
8,Paradise,Mon May 21 04:48:19 +0000 2018,0.0,NV,@coltonbee Whidd it . Hit you when I’m off we going to a pts or  something
9,Salem,Mon May 21 04:49:02 +0000 2018,0.5,OR,So overwhelming happy tonight❤️ I love you so much colton https://t.co/ko7CcNherL
10,Austin,Sun May 20 18:42:30 +0000 2018,0.0,TX,@coltonallen_10 Nah
11,East Millcreek,Sun May 20 18:43:34 +0000 2018,0.0,UT,colton gave me this pic two weeks ago and I just saw the back of it😭 @coltoncraves https://t.co/BT7VahJRsY
12,Forney,Mon May 21 01:43:36 +0000 2018,-0.05,TX,"@colton_20_ don’t understand why he’s so bitter about it , he’s the one that screwed up everything when I was acting chill about it 🤐🤦🏼‍♀️"
13,Anderson Mill,Mon May 21 05:32:25 +0000 2018,0.8,TX,This has been colton all damn weekend lol https://t.co/IC9r9Zm1W5
14,Los Angeles,Sun May 20 20:58:47 +0000 2018,0.0,CA,@Sodapoppintv and @coltonfamous need to reproduce already por favor. #goals
15,San Luis Obispo,Mon May 21 06:50:14 +0000 2018,0.0,CA,@_coltongordon Literally same
0,Bessemer,Tue May 22 01:32:58 +0000 2018,0.0,AL,@SoccerCoachJB @ChatSoccr @wisesoccercoach @coachcolton @CoachSoderling @CoachNRizzo @CoachEllisRiley @coachkat18… https://t.co/1cIWqN7z4c
1,Bessemer,Tue May 22 01:37:53 +0000 2018,0.0,AL,@shanmatt72 @SoccerCoachJB @ChatSoccr @wisesoccercoach @coachcolton @CoachSoderling @CoachNRizzo @CoachEllisRiley… https://t.co/68XGhiltv9
2,Bessemer,Tue May 22 01:41:22 +0000 2018,0.0,AL,@shanmatt72 @SoccerCoachJB @ChatSoccr @wisesoccercoach @coachcolton @CoachSoderling @CoachNRizzo @CoachEllisRiley… https://t.co/DVkzmmbLk2
3,Bessemer,Tue May 22 01:42:12 +0000 2018,0.0,AL,@shanmatt72 @SoccerCoachJB @ChatSoccr @wisesoccercoach @coachcolton @CoachSoderling @CoachNRizzo @CoachEllisRiley… https://t.co/cEAAwWBwau
4,Bessemer,Tue May 22 01:44:13 +0000 2018,0.0,AL,@shanmatt72 @SoccerCoachJB @ChatSoccr @wisesoccercoach @coachcolton @CoachSoderling @CoachNRizzo @CoachEllisRiley… https://t.co/6I4x2YZ8Tm
5,Harrison City,Mon May 21 19:01:58 +0000 2018,0.0,PA,@Logan_Seliga @WrestlingJesus1 You don't want me and @coltonfr3 there
6,Mexia,Mon May 21 20:55:05 +0000 2018,0.0,TX,I thought this was @colton_j17 for a second 🤦🏻‍♂️ https://t.co/j1LupsQazZ
7,Colorado Springs,Mon May 21 23:36:19 +0000 2018,0.0,CO,@PFF_Mike F Spanos
8,Tiffin,Mon May 21 19:16:30 +0000 2018,0.0,OH,@johnsoncolton21 my dawg 🙏🏻
9,Granbury,Mon May 21 19:20:20 +0000 2018,0.0,TX,@mcolton8_colton  I would have a heart attack💀 https://t.co/BbePOSqScy
10,Tempe,Tue May 22 00:53:45 +0000 2018,0.0,AZ,@coltonkiser_ Are you requesting someone foul your ass
11,Lakeside,Mon May 21 21:40:33 +0000 2018,0.54296875,VA,"Thank you, @visitmusiccity !!  So glad to have a fun rememberance of my trip!  Oh and go @colton_es15 !! https://t.co/KeFfAYupwt"
12,Tooele,Mon May 21 21:56:27 +0000 2018,0.0,UT,@cainan_courtney @colton_20_ BITCH I WISH
13,Edmonds,Mon May 21 21:57:32 +0000 2018,0.20833333333333334,WA,"@coltonkiser_ @JoeVeyera They simply realized WSU had the best colors in the region all along, and just slightly modified them, obviously."
14,Santee,Tue May 22 03:08:54 +0000 2018,0.0,CA,@waller_colton you and Kyle Korver are the same basketball player I swear.
15,Prairieville,Tue May 22 05:14:15 +0000 2018,0.0,LA,@coltonking32 @bencparker_ @Andrewmac_28 Make it 3
16,Pasadena,Tue May 22 06:02:42 +0000 2018,0.26666666666666666,CA,"After a great season of @AmericanIdol, @ABCNetwork goes back to the dumpster next week in that time slot...ugh! #thebachelorette"
17,Hastings,Tue May 22 02:15:05 +0000 2018,0.0,NE,@SoccerCoachJB @ChatSoccr @wisesoccercoach @coachcolton @CoachSoderling @CoachNRizzo @coachkat18 @SarahLowdon… https://t.co/ECBrusUgI1
0,Houston,Wed May 23 01:15:01 +0000 2018,0.75,TX,@colton07439647 @Rio_RicoTx @my290Houston @TxDOTHoustonPIO They did good work accelerating it. They did great work… https://t.co/QIMDqL03Jl
1,Los Angeles,Wed May 23 02:00:19 +0000 2018,0.0,CA,@travis_lockamy Instagram @coltonpappas
2,Jarrettsville,Tue May 22 19:15:45 +0000 2018,0.0,MD,@coltonpresley11 https://t.co/WAdUvcb8Lp
3,Mount Pleasant,Tue May 22 22:26:50 +0000 2018,0.4166666666666667,MI,@colton_20_ You fine as hell why do you need Rt’s
4,Seattle,Tue May 22 20:18:10 +0000 2018,-0.2,WA,@coltonkiser_ I’m dead 😂😂😂😂
5,Provincetown,Tue May 22 20:56:13 +0000 2018,0.2,MA,@coltonhaight_18 You saw one photo... believe it or not I spend like 7 hours learning stuff haha
6,Lincoln,Tue May 22 23:12:48 +0000 2018,-0.2,NE,@cdj80 @psusnoop @colton_myers @Shopmaster Well shit...
7,Garland,Tue May 22 23:27:45 +0000 2018,0.0,TX,@jakevirgin2 @colton_20_ She stay in dallas like me I might as well shoot my shot too😂
8,Nashville,Tue May 22 23:31:44 +0000 2018,0.0,TN,@coltonDuxbury21 😍
9,Baton Rouge,Tue May 22 23:45:08 +0000 2018,0.0,LA,"Technical difficulties but the title says #AshleyandJared!! 
🌹 🌹 🌹 
#bachelor #bachelorabc #bip #BachelorInParadise… https://t.co/YPt1HyOL5M"
10,Lake Charles,Tue May 22 21:11:51 +0000 2018,0.0,LA,@dustin_romero @mcgrew_des10 @KodyTreme @coltonjinks Daddy
11,Manhattan,Tue May 22 21:15:16 +0000 2018,0.20833333333333334,NY,@peterthemeteor @pcavlin @erincolton @News12LI Colton better respect Cavlin! Next big thing in TV!
12,Manhattan,Tue May 22 21:16:55 +0000 2018,0.0,NY,@peterthemeteor @pcavlin @erincolton @News12LI Colton has not tweeted about cavlin yet
13,Austin,Tue May 22 21:43:41 +0000 2018,0.25,TX,"@_coltondempsey_ Appreciated it! And like the cover photo. 512, baby."
14,Austin,Tue May 22 21:51:06 +0000 2018,0.16666666666666666,TX,"@_coltondempsey_ Awesome! It’s a weird one, but it’s definitely eye opening when it comes to understanding Ye’s discography"
15,Chicopee,Wed May 23 02:41:40 +0000 2018,-0.1125,MA,why did colton just say the most TRASH ass shit to me rn i feel mad disrespected .... “let’s play something other t… https://t.co/7whu4ztpWu
0,Bessemer,Thu May 24 02:12:35 +0000 2018,0.0,AL,@coachcolton 🙌🏻❤️❤️
1,Charlotte,Thu May 24 02:51:15 +0000 2018,0.0,NC,@coltonkiser_ @Indians LMFAOOOOOOOO
2,Salt Lake City,Thu May 24 01:10:42 +0000 2018,-0.1,UT,@DUBCREW86 @coltonmarsh3 There is a video of her fighting with some chick. She had been to jail for lying about abu… https://t.co/kc1jI50cJu
3,Salt Lake City,Thu May 24 01:29:44 +0000 2018,0.4125,UT,@DUBCREW86 @coltonmarsh3 Hahahahaha you love it!
4,Salt Lake City,Thu May 24 01:30:09 +0000 2018,0.6,UT,@DUBCREW86 @coltonmarsh3 I’ve been waiting for you to call me out on this lmao
5,Concord,Thu May 24 01:41:13 +0000 2018,0.0,MO,"@coltonkiser_ If that's not boarding, might as well take it out of the rule book."
6,St Louis,Wed May 23 22:45:45 +0000 2018,0.4166666666666667,MO,@coltonkiser_ I’m fine with all of these parts.
7,Lancaster,Thu May 24 03:39:02 +0000 2018,0.0,OH,@Cheesemancolton They all need to die a firey death
8,Dahlonega,Wed May 23 21:31:12 +0000 2018,-0.25,GA,@colton_chester Surely not
9,Easley,Wed May 23 21:53:57 +0000 2018,-0.4,SC,Defensive play of the game in the ninth from @colton_worthy24 #WebGem https://t.co/FLvjtIETBb
10,San Francisco,Wed May 23 19:10:14 +0000 2018,0.0,CA,@cc_colton_novel @CHSommers They're probably hiding the venue because SJWs like you who rely on the anti-intellectu… https://t.co/0BL5EAGZLV
11,Forney,Wed May 23 19:51:12 +0000 2018,0.0,TX,@colton_20_  https://t.co/u6vAqttwpc
12,Paris,Wed May 23 19:54:11 +0000 2018,0.0,AR,@bradybb13 @colton_dubya Colton just go snort another line and get tf off twitter.
13,Fresno,Thu May 24 04:22:50 +0000 2018,0.25,CA,@BiolaAthletics @MarkWorthy21 @biolabaseball Stay hot @colton_worthy24
14,Fresno,Thu May 24 04:24:11 +0000 2018,0.0,CA,@BiolaAthletics @MarkWorthy21 @colton_worthy24 I see you @colton_worthy24
15,Barling,Wed May 23 20:53:33 +0000 2018,0.0,AR,@caleb_draper @bradybb13 @colton_dubya some druggie who’s blaming everyone else for his f’d up decisions in life 🙃
16,Barling,Wed May 23 20:57:52 +0000 2018,0.17500000000000002,AR,"@bradybb13 @colton_dubya Maci isn't mad about anything? She’s a great mom, has enzli full time &amp; keeps around great… https://t.co/mPFHhT5pf9"
17,St Louis,Wed May 23 23:09:32 +0000 2018,0.73203125,MO,"@coltonkiser_ I’m very excited to drink alcohol in the Magic Kingdom, BABEY!!!"
18,Austin,Wed May 23 23:11:43 +0000 2018,0.0,TX,@coltonallen_10 I am actually. You didn’t know?
19,Clemson,Wed May 23 23:43:57 +0000 2018,0.6,SC,@BiolaAthletics @colton_worthy24 Way to go son! So proud of you and the Eagles! Keep soaring high!
20,Prescott,Thu May 24 06:02:38 +0000 2018,0.0,AZ,@coltonleethomps  https://t.co/M9zbDDeplK
0,Navasota,Thu May 24 22:11:18 +0000 2018,0.0,TX,@colton_20_ 😭😭😭😂
1,Prescott,Fri May 25 05:13:30 +0000 2018,0.0,AZ,@coltonleethomps I will second this
2,Mobile,Fri May 25 05:18:47 +0000 2018,0.0,AL,Would it be extra for me to get these cause I’m seeing colton in 18 days 😬 https://t.co/h7PKqb9K5N
3,Phoenix,Fri May 25 01:19:58 +0000 2018,0.0,AZ,@bradley_colton Dude I was traumatized
4,St Louis,Fri May 25 02:03:47 +0000 2018,0.5,MO,"@coltonkiser_ @StLouisBlues Here, I threw this together real quick based off of your idea. https://t.co/j7JNPvEp8y"
5,Merritt Island,Fri May 25 02:12:42 +0000 2018,0.0,FL,@coltonakostner1 @RyancPreston I told him that in private and he posted it. I trusted him....
6,Tyler,Fri May 25 02:15:34 +0000 2018,0.0,TX,@coltonsmith_11 @CharleighTap On me 😂
7,Abilene,Fri May 25 02:58:14 +0000 2018,0.0,TX,@colton_hunt11 hint hint https://t.co/SEnztSfA2b
8,Indianapolis,Fri May 25 06:54:09 +0000 2018,0.0,IN,@PFF_Mike @zbannourah @T_K3
9,Germantown Hills,Thu May 24 21:11:57 +0000 2018,0.2,IL,@coltonsandage As much as I would like to say it is not like that in the “real” world...😆
10,Minneapolis,Thu May 24 21:53:12 +0000 2018,0.0,MN,@_coltonnelson Blocked
11,Charlotte,Fri May 25 03:40:51 +0000 2018,-0.2,NC,@coltonkiser_ We just not to be shit on Friday night.....
12,Myrtle Beach,Fri May 25 00:22:36 +0000 2018,0.0,SC,@FCEagleBaseball @Turnerwg1 @adam_firebaugh @kent_colton Atta boy Piddy!  Gettem going!
13,Indianapolis,Fri May 25 00:36:27 +0000 2018,0.0,IN,@JennyDreaslerTV @coltonhoward_ @WISH_TV He’s been quite sheltered! 😂
14,Indianapolis,Fri May 25 01:01:04 +0000 2018,0.5,IN,@tracy_forner @JennyDreaslerTV @coltonhoward_ @WISH_TV Tell him they’re even better frozen
15,Phoenix,Fri May 25 01:01:11 +0000 2018,0.0,AZ,Me waiting for @FranziaDad and @coltonnsmiley to show up so I can see them and my dog. https://t.co/bhoQmcf87s
16,Tulsa,Thu May 24 20:17:35 +0000 2018,0.2333333333333333,OK,@mikecolton Much in the same way changing your phone number to avoid creditors' phone calls magically erases the debt.
17,Tempe,Thu May 24 20:28:47 +0000 2018,-0.1,AZ,@bradley_colton Why waste your time big dog
18,Tyler,Thu May 24 20:47:24 +0000 2018,0.0,TX,@fuckxcolton @Cuhlissa Both of you are cancelled
19,Maumee,Thu May 24 19:09:00 +0000 2018,0.19999999999999998,OH,@coltonmiller21 Honestly.... after each song starts you’re just like “ohhhh shit”
20,Maumee,Thu May 24 19:13:27 +0000 2018,0.0,OH,@peck_madeline @coltonmiller21 @emilee_lasley ??
21,Fort Wayne,Thu May 24 19:23:24 +0000 2018,0.9,IN,@JennyDreaslerTV @coltonhoward_ @WISH_TV This is the best thing on the internet rn lol
22,Knoxville,Thu May 24 19:25:24 +0000 2018,0.0,TN,@coachcolton @cabocurcio Hope to see you
0,Berkeley,Sat May 26 00:21:41 +0000 2018,0.0,CA,@charleshendeson @RickWolf1 @LarrySchechter @SteveAGardner @BaseballGuys @SultanofStat @MikeGianella @glenncolton1… https://t.co/lPwKAg1VRV
1,El Cerrito,Sat May 26 05:24:12 +0000 2018,0.7,CA,@RickWolf1 @LarrySchechter @SteveAGardner @BaseballGuys @SultanofStat @MikeGianella @glenncolton1 That is a good ba… https://t.co/TwtESTaF84
2,Henderson,Sat May 26 06:00:17 +0000 2018,0.0,NV,@gcurran15 @colton200456 Eating a taco then taking a nap
3,Los Angeles,Sat May 26 04:43:03 +0000 2018,0.4,CA,@_coltongordon Such a great guy
4,Los Angeles,Sat May 26 05:01:17 +0000 2018,0.0,CA,@Mattch_yt @coltonrios @angels_win @5gum @HuffPost There’s a word for blackiophobia. It’s called racism.
5,Berkeley,Fri May 25 23:03:46 +0000 2018,0.0,CA,@LarrySchechter @SteveAGardner @BaseballGuys @SultanofStat @MikeGianella @RickWolf1 @glenncolton1 Administrative Le… https://t.co/RujbCbeCc0
6,Indianapolis,Fri May 25 21:21:15 +0000 2018,0.33333333333333337,IN,"If you are serious about being at your best in the @mazdaroadtoindy, follow the lead of drivers like @coltonherta98… https://t.co/SAhdWld6tW"
7,Indianapolis,Fri May 25 21:22:59 +0000 2018,0.33333333333333337,IN,"If you are serious about being at your best in the @mazdaroadtoindy, follow the lead of drivers like @coltonherta98… https://t.co/lXLD2kU8Ff"
8,Phoenix,Fri May 25 19:54:25 +0000 2018,0.0,AZ,@coltonnsmiley You must not tell them about the guys we inevitably end up talking to. https://t.co/8U7eo1IDaZ
9,Seattle,Fri May 25 20:00:13 +0000 2018,0.0,WA,@coltonkiser_ I swear to god this is like 3 of the classes I’ve taken at SU 😤😤
10,Fairview,Fri May 25 23:33:14 +0000 2018,0.0,TX,Once you go to ipic you never go to a different movie theater again @richersoncolton
11,St Louis,Fri May 25 23:42:03 +0000 2018,0.0,MO,@SSFCSnorlax @coltonkiser_ I’ll never tell 😏 https://t.co/YRYpm29FF2
12,St Louis,Fri May 25 23:42:45 +0000 2018,0.7,MO,@SSFCSnorlax @coltonkiser_ He’s a good one.
13,San Marcos,Fri May 25 20:11:07 +0000 2018,0.2333333333333333,TX,@sagecoltonbaker I loved it but Cole said he watch and was like “damn this shit is really over” 😭😭😭😭💀
14,San Marcos,Fri May 25 20:13:57 +0000 2018,0.0,TX,@sagecoltonbaker Yeah he admitted he appreciates what it is
15,Marion,Sat May 26 01:13:37 +0000 2018,0.65,OH,Cavs better win bc colton won’t talk to me for a week if they lose 🤦🏼‍♀️
16,Rome,Sat May 26 01:24:21 +0000 2018,0.14375,NY,"@PFF_Mike Ok, the other two maybe.. but what in the actual... this really can't be real..."
17,Brooklyn,Sat May 26 01:37:43 +0000 2018,-0.5,NY,@coltoneff were you the one who told me about being given a fake rolex or do i know two people with fake rolï
0,Lake Charles,Sat May 26 18:29:14 +0000 2018,0.0,LA,@Cobesoileau @SunShine__31 @colton_dearman @ponydaniel20 @worstduo on gang
1,Normal,Sat May 26 18:31:50 +0000 2018,0.0,IL,@coltonsandage @cjdavis7_ Facts 😂
2,Compton,Sat May 26 18:34:33 +0000 2018,0.8,CA,happy birthday playboy 🤟🏻@Kittycatcolton
3,Cincinnati,Sun May 27 00:17:21 +0000 2018,0.0,OH,@thatonecolton Omg colt
4,New Rochelle,Sun May 27 00:31:48 +0000 2018,-0.08333333333333333,NY,"46’ We’re underway in the second half. One halftime substitution for @ACConnecticut: 

⬅️ Ryan Peterson
➡️ Ahdan Tait"
5,Boston,Sun May 27 01:01:39 +0000 2018,0.0,MA,@FriddleMatt @madisonplyn @kevinbraceros4 @coltonrosendah1 Incorrect
6,Fresno,Sun May 27 01:56:59 +0000 2018,0.0,CA,@colton_worthy24 is boss! https://t.co/EQek6aGwCf
7,Gainesville,Sat May 26 19:33:03 +0000 2018,0.0,VA,@scott_pianowski @LarrySchechter @lawrmichaels @RickWolf1 @BaseballGuys @SultanofStat @MikeGianella @glenncolton1… https://t.co/ImANUwqcK9
8,Clemson,Sat May 26 22:24:16 +0000 2018,0.0,SC,"Congrats to @colton_worthy24 for landing on @TheNCCAA All-Tournament team. Colton racked up 8 hits, 5 RBI and 3 run… https://t.co/VVCO6aMdhM"
9,Ivins,Sat May 26 22:44:29 +0000 2018,0.0,UT,@melindarcolton Your mom is the coolest! Neat pic 🇺🇸❤️
10,Parkersburg,Sun May 27 00:02:18 +0000 2018,0.0,WV,@coltontomb Tito’s and orange juice**
11,Santa Fe,Sun May 27 02:18:26 +0000 2018,-0.25,TX,@colton_johnson7 @bigkuks @j_smircic As usual
12,San Diego,Sat May 26 20:23:17 +0000 2018,0.0,CA,@PFF @PFF_Mike JACKBOYZ
0,Phoenix,Sun May 27 19:11:02 +0000 2018,0.22023809523809523,AZ,"My shady, best friend. She’s single, ladies! @coltonnsmiley https://t.co/xFT4V6am3Q"
1,Millburn,Sun May 27 19:49:05 +0000 2018,0.0,NJ,@sincerelycolton  https://t.co/w5XIme0CG4
2,Millburn,Sun May 27 19:50:06 +0000 2018,0.0,NJ,"@sincerelycolton SHSHSHW :,)"
3,Alexandria,Mon May 28 04:59:31 +0000 2018,0.375,VA,"“Are you excited for Bekhas season of #thebachelor”
- no one ever"
4,Phoenix,Mon May 28 02:39:56 +0000 2018,0.0,AZ,"“It’s 7:40 o’clock.”

Oh yea, @coltonnsmiley? https://t.co/2PW0DHHDqm"
5,Phoenix,Mon May 28 02:52:41 +0000 2018,-0.5,AZ,“do sad” - @coltonnsmiley https://t.co/nvGqtXNHTG
6,Monroe,Sun May 27 23:33:03 +0000 2018,0.0,MI,colton 😭thank you so much!!!!!!!💜❤️ https://t.co/KFEMUXY71w
7,Teague,Mon May 28 05:34:57 +0000 2018,0.0,TX,I swear me and @colton_j17 got the same taste in music 🙌🏽
8,Winter Park,Mon May 28 06:38:46 +0000 2018,-0.085,FL,@joecolton4 Sad beyond belief that beautiful young lady was murdered brutally for no reason.  Dear Jesus bring comfort as only you can
9,Winter Park,Mon May 28 06:39:49 +0000 2018,0.0,FL,@joecolton4 They need to be exterminated
10,Los Angeles,Sun May 27 21:42:17 +0000 2018,0.0,CA,@coltonyoungson ya sugar booger
11,Phoenix,Sun May 27 22:04:14 +0000 2018,0.0,AZ,So @coltonnsmiley and I are speechless. We found THE house.
12,Minneapolis,Sun May 27 18:35:24 +0000 2018,0.1,MN,@coltontweetsoff Only the real ones know👁💯
13,Salt Lake City,Sun May 27 18:57:38 +0000 2018,0.4,UT,@coltonmarsh3 Might be more fun for you if you could beat them once in awhile too.
14,Salt Lake City,Sun May 27 18:59:16 +0000 2018,0.0,UT,@coltonmarsh3  https://t.co/C9Ec2TPbSm
